ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2019-03-19,'603351,Íþ¶ûÒ©Òµ,60.83,61.1,60.52,61.0,61.0,-0.17,-0.2787,7.7479,1291326,78456380.0,4055335361.0,1013835361.0
2019-03-18,'603351,Íþ¶ûÒ©Òµ,61.0,61.68,58.82,59.25,59.2,1.8,3.0405,11.8552,1975875,119153351.0,4066668700.0,1016668700.0
2019-03-15,'603351,Íþ¶ûÒ©Òµ,59.2,59.56,58.2,58.92,58.58,0.62,1.0584,9.0789,1513157,89398581.0,3946668640.0,986668640.0
2019-03-14,'603351,Íþ¶ûÒ©Òµ,58.58,61.51,58.01,60.4,61.41,-2.83,-4.6084,16.2913,2715215,161333804.0,3905335286.0,976335286.0
2019-03-13,'603351,Íþ¶ûÒ©Òµ,61.41,64.64,61.08,62.89,62.88,-1.47,-2.3378,16.6414,2773570,174881913.0,4094002047.0,1023502047.0
2019-03-12,'603351,Íþ¶ûÒ©Òµ,62.88,63.84,62.0,62.66,62.75,0.13,0.2072,16.757,2792843,176272577.0,4192002096.0,1048002096.0
2019-03-11,'603351,Íþ¶ûÒ©Òµ,62.75,62.97,60.71,60.71,62.05,0.7,1.1281,16.9791,2829856,175142701.0,4183335425.0,1045835425.0
2019-03-08,'603351,Íþ¶ûÒ©Òµ,62.05,67.4,62.03,66.0,68.71,-6.66,-9.6929,28.9741,4829021,314190342.0,4136668735.0,1034168735.0
2019-03-07,'603351,Íþ¶ûÒ©Òµ,68.71,69.7,62.51,63.26,63.39,5.32,8.3925,40.0737,6678968,446793109.0,4580668957.0,1145168957.0
2019-03-06,'603351,Íþ¶ûÒ©Òµ,63.39,63.79,61.35,61.68,61.56,1.83,2.9727,28.1039,4684001,294164574.0,4226002113.0,1056502113.0
2019-03-05,'603351,Íþ¶ûÒ©Òµ,61.56,61.6,60.77,61.6,61.75,-0.19,-0.3077,16.3243,2720723,166426715.0,4104002052.0,1026002052.0
2019-03-04,'603351,Íþ¶ûÒ©Òµ,61.75,63.18,61.12,61.95,61.66,0.09,0.146,22.2062,3701046,230077261.0,4116668725.0,1029168725.0
2019-03-01,'603351,Íþ¶ûÒ©Òµ,61.66,63.94,60.5,63.55,63.38,-1.72,-2.7138,21.6171,3602865,223234127.0,4110668722.0,1027668722.0
2019-02-28,'603351,Íþ¶ûÒ©Òµ,63.38,64.17,61.78,62.4,62.91,0.47,0.7471,27.6354,4605912,291304527.0,4225335446.0,1056335446.0
2019-02-27,'603351,Íþ¶ûÒ©Òµ,62.91,63.2,59.8,61.24,61.24,1.67,2.727,27.3357,4555963,279774094.0,4194002097.0,1048502097.0
2019-02-26,'603351,Íþ¶ûÒ©Òµ,61.24,63.66,61.07,61.9,62.03,-0.79,-1.2736,28.4764,4746076,296738881.0,4082668708.0,1020668708.0
2019-02-25,'603351,Íþ¶ûÒ©Òµ,62.03,62.5,59.56,59.6,60.21,1.82,3.0228,25.622,4270342,261668272.0,4135335401.0,1033835401.0
2019-02-22,'603351,Íþ¶ûÒ©Òµ,60.21,60.39,58.83,59.8,60.0,0.21,0.35,14.4942,2415707,144398241.0,4014002007.0,1003502007.0
2019-02-21,'603351,Íþ¶ûÒ©Òµ,60.0,61.0,59.0,61.0,61.21,-1.21,-1.9768,23.8615,3976927,237695953.0,4000002000.0,1000002000.0
2019-02-20,'603351,Íþ¶ûÒ©Òµ,61.21,63.32,60.61,62.3,62.61,-1.4,-2.2361,23.3064,3884414,239977435.0,4080668707.0,1020168707.0
2019-02-19,'603351,Íþ¶ûÒ©Òµ,62.61,64.5,62.43,63.53,64.02,-1.41,-2.2024,27.3539,4558992,288795667.0,4174002087.0,1043502087.0
2019-02-18,'603351,Íþ¶ûÒ©Òµ,64.02,64.11,61.22,62.24,62.25,1.77,2.8434,28.4665,4744418,297858314.0,4268002134.0,1067002134.0
2019-02-15,'603351,Íþ¶ûÒ©Òµ,62.25,63.19,61.03,61.5,61.78,0.47,0.7608,24.9454,4157570,259145311.0,4150002075.0,1037502075.0
2019-02-14,'603351,Íþ¶ûÒ©Òµ,61.78,63.43,60.73,61.54,62.31,-0.53,-0.8506,26.869,4478176,278067533.0,4118668726.0,1029668726.0
2019-02-13,'603351,Íþ¶ûÒ©Òµ,62.31,63.1,60.66,61.31,63.14,-0.83,-1.3145,32.2982,5383044,334002765.0,4154002077.0,1038502077.0
2019-02-12,'603351,Íþ¶ûÒ©Òµ,63.14,65.0,59.65,60.0,61.03,2.11,3.4573,46.8406,7806775,489046346.0,4209335438.0,1052335438.0
2019-02-11,'603351,Íþ¶ûÒ©Òµ,61.03,62.13,57.01,60.0,61.85,-0.82,-1.3258,43.9838,7330654,437748466.0,4068668701.0,1017168701.0
2019-02-01,'603351,Íþ¶ûÒ©Òµ,61.85,61.85,61.85,61.85,56.23,5.62,9.9947,1.6685,278091,17199928.0,4123335395.0,1030835395.0
2019-01-31,'603351,Íþ¶ûÒ©Òµ,56.23,56.23,56.23,56.23,51.12,5.11,9.9961,0.4247,70790,3980522.0,3748668541.0,937168541.0
2019-01-30,'603351,NÍþ¶û,51.12,51.12,42.6,42.6,35.5,15.62,44.0,0.3228,53802,2745246.0,3408001704.0,852001704.0
