»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-03-29,'603398,∞Ó±¶“Ê÷«,15.0,15.24,13.7,14.1,14.09,0.91,6.4585,3.7313,7899307,114647077.0,3191017500.0,3175530000.0
2019-03-28,'603398,∞Ó±¶“Ê÷«,14.09,14.68,14.0,14.45,14.81,-0.72,-4.8616,3.2609,6903454,99339231.0,2997429105.0,2982881180.0
2019-03-27,'603398,∞Ó±¶“Ê÷«,14.81,15.25,13.65,14.04,14.26,0.55,3.8569,5.4817,11604837,166189716.0,3150597945.0,3135306620.0
2019-03-26,'603398,∞Ó±¶“Ê÷«,14.26,14.26,13.15,13.37,13.28,0.98,7.3795,4.4233,9364207,129711744.0,3033593970.0,3018870520.0
2019-03-25,'603398,∞Ó±¶“Ê÷«,13.28,13.57,13.01,13.08,13.42,-0.14,-1.0432,1.2577,2662648,35425415.0,2825114160.0,2811402560.0
2019-03-22,'603398,∞Ó±¶“Ê÷«,13.42,13.46,13.03,13.36,13.36,0.06,0.4491,1.3056,2764014,36652620.0,2854896990.0,2841040840.0
2019-03-21,'603398,∞Ó±¶“Ê÷«,13.36,13.52,13.21,13.21,13.37,-0.01,-0.0748,1.9725,4175860,55897256.0,2842132920.0,2828338720.0
2019-03-20,'603398,∞Ó±¶“Ê÷«,13.37,13.49,13.0,13.14,13.16,0.21,1.5957,1.9182,4060790,54093771.0,2844260265.0,2830455740.0
2019-03-19,'603398,∞Ó±¶“Ê÷«,13.16,13.4,13.06,13.1,13.13,0.03,0.2285,1.7213,3643972,48115566.0,2799586020.0,2785998320.0
2019-03-18,'603398,∞Ó±¶“Ê÷«,13.13,13.18,12.63,12.64,12.66,0.47,3.7125,2.26,4784430,62202317.0,2793203985.0,2779647260.0
2019-03-15,'603398,∞Ó±¶“Ê÷«,12.66,12.78,12.48,12.48,12.56,0.1,0.7962,1.2693,2687040,33966355.0,2693218770.0,2680147320.0
2019-03-14,'603398,∞Ó±¶“Ê÷«,12.56,12.96,12.31,12.61,12.72,-0.16,-1.2579,1.5396,3259393,41110338.0,2671945320.0,2658977120.0
2019-03-13,'603398,∞Ó±¶“Ê÷«,12.72,13.4,12.58,13.24,13.12,-0.4,-3.0488,2.056,4352685,56717739.0,2706498000.0,2692849440.0
2019-03-12,'603398,∞Ó±¶“Ê÷«,13.12,13.34,12.91,13.18,12.95,0.17,1.3127,2.4891,5269453,69246616.0,2791608000.0,2777530240.0
2019-03-11,'603398,∞Ó±¶“Ê÷«,12.95,12.99,12.57,12.59,12.53,0.42,3.352,1.961,4151542,53109559.0,2755436250.0,2741540900.0
2019-03-08,'603398,∞Ó±¶“Ê÷«,12.53,13.38,12.52,13.33,13.69,-1.16,-8.4733,3.4068,7212280,93801442.0,2666070750.0,2652626060.0
2019-03-07,'603398,∞Ó±¶“Ê÷«,13.69,13.95,13.34,13.49,13.57,0.12,0.8843,3.7758,7993507,108410735.0,2912889750.0,2898200380.0
2019-03-06,'603398,∞Ó±¶“Ê÷«,13.57,13.69,13.3,13.35,13.46,0.11,0.8172,3.2123,6800526,91588009.0,2887356750.0,2872796140.0
2019-03-05,'603398,∞Ó±¶“Ê÷«,13.46,13.5,13.09,13.28,13.43,0.03,0.2234,2.7958,5918822,78638638.0,2863951500.0,2849508920.0
2019-03-04,'603398,∞Ó±¶“Ê÷«,13.43,13.7,13.24,13.43,13.43,0.0,0.0,3.834,8116619,109180614.0,2857568250.0,2843157860.0
2019-03-01,'603398,∞Ó±¶“Ê÷«,13.43,13.58,12.91,13.45,13.26,0.17,1.2821,3.6331,7691351,102259577.0,2857568250.0,2843157860.0
2019-02-28,'603398,∞Ó±¶“Ê÷«,13.26,13.3,12.95,13.29,13.1,0.16,1.2214,2.2252,4710723,61878832.0,2821396500.0,2807168520.0
2019-02-27,'603398,∞Ó±¶“Ê÷«,13.1,13.6,12.87,12.97,13.2,-0.1,-0.7576,3.0793,6518881,85773488.0,2787352500.0,2773296200.0
2019-02-26,'603398,∞Ó±¶“Ê÷«,13.2,13.66,12.72,13.06,13.05,0.15,1.1494,4.4491,9418859,124640785.0,2808630000.0,2794466400.0
2019-02-25,'603398,∞Ó±¶“Ê÷«,13.05,13.29,12.42,12.47,12.5,0.55,4.4,4.3596,9229454,118158145.0,2776713750.0,2762711100.0
2019-02-22,'603398,∞Ó±¶“Ê÷«,12.5,12.58,12.21,12.22,12.31,0.19,1.5435,2.3465,4967676,61726259.0,2659687500.0,2646275000.0
2019-02-21,'603398,∞Ó±¶“Ê÷«,12.31,12.78,12.2,12.43,12.45,-0.14,-1.1245,4.0168,8503554,105790965.0,2619260250.0,2606051620.0
2019-02-20,'603398,∞Ó±¶“Ê÷«,12.45,12.57,11.82,11.96,11.95,0.5,4.1841,4.007,8482796,104332363.0,2649048750.0,2635689900.0
2019-02-19,'603398,∞Ó±¶“Ê÷«,11.95,12.26,11.75,11.87,11.87,0.08,0.674,2.0883,4420937,52732284.0,2542661250.0,2529838900.0
2019-02-18,'603398,∞Ó±¶“Ê÷«,11.87,11.89,11.51,11.59,11.45,0.42,3.6681,1.896,4013778,47251705.0,2525639250.0,2512902740.0
2019-02-15,'603398,∞Ó±¶“Ê÷«,11.45,11.63,11.44,11.5,11.5,-0.05,-0.4348,1.0251,2170101,25025698.0,2436273750.0,2423987900.0
2019-02-14,'603398,∞Ó±¶“Ê÷«,11.5,11.57,11.41,11.52,11.54,-0.04,-0.3466,1.0064,2130598,24463505.0,2446912500.0,2434573000.0
2019-02-13,'603398,∞Ó±¶“Ê÷«,11.54,11.6,11.32,11.39,11.55,-0.01,-0.0866,1.4928,3160339,36226117.0,2455423500.0,2443041080.0
2019-02-12,'603398,∞Ó±¶“Ê÷«,11.55,11.88,11.21,11.22,11.25,0.3,2.6667,1.9963,4226242,48772925.0,2457551250.0,2445158100.0
2019-02-11,'603398,∞Ó±¶“Ê÷«,11.25,11.25,10.9,11.11,11.11,0.14,1.2601,0.9342,1977790,22102879.0,2393718750.0,2381647500.0
2019-02-01,'603398,∞Ó±¶“Ê÷«,11.11,11.14,10.62,10.84,10.72,0.39,3.6381,0.7506,1589110,17300896.0,2363930250.0,2352009220.0
2019-01-31,'603398,∞Ó±¶“Ê÷«,10.72,11.28,10.54,11.05,11.14,-0.42,-3.7702,0.9342,1977756,21586001.0,2280948000.0,2269445440.0
2019-01-30,'603398,∞Ó±¶“Ê÷«,11.14,11.24,11.03,11.07,11.11,0.03,0.27,0.6178,1307940,14574647.0,2370313500.0,2358360280.0
2019-01-29,'603398,∞Ó±¶“Ê÷«,11.11,11.59,11.05,11.45,11.52,-0.41,-3.559,1.1257,2383200,26844002.0,2363930250.0,2352009220.0
2019-01-28,'603398,∞Ó±¶“Ê÷«,11.52,11.6,11.31,11.42,11.42,0.1,0.8757,0.8233,1742840,20035803.0,2451168000.0,2438807040.0
2019-01-25,'603398,∞Ó±¶“Ê÷«,11.42,11.56,11.23,11.54,11.47,-0.05,-0.4359,1.4517,3073290,35079487.0,2429890500.0,2417636840.0
2019-01-24,'603398,∞Ó±¶“Ê÷«,11.47,11.97,11.47,11.94,11.94,-0.47,-3.9363,2.3039,4877500,56795429.0,2440529250.0,2428221940.0
2019-01-23,'603398,∞Ó±¶“Ê÷«,11.94,12.05,11.74,11.78,11.83,0.11,0.9298,1.158,2451610,29172092.0,2540533500.0,2527721880.0
2019-01-22,'603398,∞Ó±¶“Ê÷«,11.83,12.26,11.8,12.25,12.3,-0.47,-3.8211,2.1747,4603930,55146817.0,2517128250.0,2504434660.0
2019-01-21,'603398,∞Ó±¶“Ê÷«,12.3,12.55,12.1,12.45,12.56,-0.26,-2.0701,3.6558,7739322,95348781.0,2617132500.0,2603934600.0
2019-01-18,'603398,∞Ó±¶“Ê÷«,12.56,13.0,11.51,11.75,11.82,0.74,6.2606,5.3836,11397098,142884475.0,2672454000.0,2658977120.0
2019-01-17,'603398,∞Ó±¶“Ê÷«,11.82,12.02,11.4,11.55,11.6,0.22,1.8966,1.6332,3457600,40829982.0,2515000500.0,2502317640.0
2019-01-16,'603398,∞Ó±¶“Ê÷«,11.6,11.87,11.57,11.8,11.8,-0.2,-1.6949,1.0333,2187600,25510092.0,2468190000.0,2455743200.0
2019-01-15,'603398,∞Ó±¶“Ê÷«,11.8,11.88,11.61,11.71,11.71,0.09,0.7686,0.9925,2101100,24765412.0,2510745000.0,2498083600.0
2019-01-14,'603398,∞Ó±¶“Ê÷«,11.71,11.83,11.61,11.71,11.87,-0.16,-1.3479,0.7372,1560620,18246608.0,2491595250.0,2479030420.0
2019-01-11,'603398,∞Ó±¶“Ê÷«,11.87,11.98,11.54,11.8,11.62,0.25,2.1515,1.4083,2981360,35008642.0,2525639250.0,2512902740.0
2019-01-10,'603398,∞Ó±¶“Ê÷«,11.62,11.96,11.6,11.85,12.0,-0.38,-3.1667,1.4781,3129180,36898736.0,2472445500.0,2459977240.0
2019-01-09,'603398,∞Ó±¶“Ê÷«,12.0,12.25,11.55,11.7,11.75,0.25,2.1277,2.448,5182392,61754730.0,2553300000.0,2540424000.0
2019-01-08,'603398,∞Ó±¶“Ê÷«,11.75,11.84,11.45,11.61,11.75,0.0,0.0,1.1941,2527956,29443071.0,2500106250.0,2487498500.0
2019-01-07,'603398,∞Ó±¶“Ê÷«,11.75,11.88,11.35,11.5,11.47,0.28,2.4412,1.5549,3291672,38538828.0,2500106250.0,2487498500.0
2019-01-04,'603398,∞Ó±¶“Ê÷«,11.47,11.5,10.89,11.0,11.14,0.33,2.9623,1.3363,2829076,31972284.0,2440529250.0,2428221940.0
2019-01-03,'603398,∞Ó±¶“Ê÷«,11.14,11.42,10.82,11.0,11.13,0.01,0.0898,1.2074,2556076,28379202.0,2370313500.0,2358360280.0
2019-01-02,'603398,∞Ó±¶“Ê÷«,11.13,11.2,10.9,11.05,11.03,0.1,0.9066,0.8504,1800300,19901804.0,2368185750.0,2356243260.0
2018-12-28,'603398,∞Ó±¶“Ê÷«,11.03,11.18,10.88,10.89,10.85,0.18,1.659,0.9783,2071000,22868990.0,2346908250.0,2335073060.0
2018-12-27,'603398,∞Ó±¶“Ê÷«,10.85,11.7,10.82,11.7,11.39,-0.54,-4.741,1.3568,2872420,32242616.0,2308608750.0,2296966700.0
2018-12-26,'603398,∞Ó±¶“Ê÷«,11.39,11.55,11.23,11.31,11.4,-0.01,-0.0877,1.1933,2526280,28719456.0,2423507250.0,2411285780.0
2018-12-25,'603398,∞Ó±¶“Ê÷«,11.4,11.79,10.8,11.7,11.89,-0.49,-4.1211,1.8211,3855380,43638549.0,2425635000.0,2413402800.0
2018-12-24,'603398,∞Ó±¶“Ê÷«,11.89,12.15,11.56,12.03,12.19,-0.3,-2.461,1.6786,3553538,41886220.0,2529894750.0,2517136780.0
2018-12-21,'603398,∞Ó±¶“Ê÷«,12.19,12.53,11.88,12.36,12.22,-0.03,-0.2455,2.2304,4721702,57583138.0,2593727250.0,2580647380.0
2018-12-20,'603398,∞Ó±¶“Ê÷«,12.22,12.46,12.06,12.3,12.52,-0.3,-2.3962,2.6499,5609899,68549383.0,2600110500.0,2586998440.0
2018-12-19,'603398,∞Ó±¶“Ê÷«,12.52,12.52,11.64,11.89,11.85,0.67,5.654,4.1838,8857232,108116441.0,2663943000.0,2650509040.0
2018-12-18,'603398,∞Ó±¶“Ê÷«,11.85,12.0,11.5,11.76,11.93,-0.08,-0.6706,1.574,3332280,39177529.0,2521383750.0,2508668700.0
2018-12-17,'603398,∞Ó±¶“Ê÷«,11.93,12.17,11.41,11.68,11.69,0.24,2.053,2.2547,4773279,56083712.0,2538405750.0,2525604860.0
2018-12-14,'603398,∞Ó±¶“Ê÷«,11.69,12.06,11.48,12.01,12.2,-0.51,-4.1803,2.3226,4916896,57836116.0,2487339750.0,2474796380.0
2018-12-13,'603398,∞Ó±¶“Ê÷«,12.2,12.51,11.55,11.84,12.06,0.14,1.1609,3.8677,8187916,97905495.0,2595855000.0,2582764400.0
2018-12-12,'603398,∞Ó±¶“Ê÷«,12.06,12.33,11.41,11.65,11.65,0.41,3.5193,5.2372,11087200,132590320.0,2566066500.0,2553126120.0
2018-12-11,'603398,∞Ó±¶“Ê÷«,11.65,11.65,10.55,10.57,10.59,1.06,10.0094,2.0182,4272598,49053028.0,2478828750.0,2466328300.0
2018-12-10,'603398,∞Ó±¶“Ê÷«,10.59,10.84,10.44,10.8,10.75,-0.16,-1.4884,0.5796,1226920,12969774.0,2253287250.0,2241924180.0
2018-12-07,'603398,∞Ó±¶“Ê÷«,10.75,11.02,10.67,10.94,10.91,-0.16,-1.4665,3.2705,1743238,18748525.0,2287331250.0,572996500.0
2018-12-06,'603398,∞Ó±¶“Ê÷«,10.91,11.4,10.86,11.4,11.45,-0.54,-4.7162,5.9556,3174468,35116434.0,2321375250.0,581524820.0
2018-12-05,'603398,∞Ó±¶“Ê÷«,11.45,11.56,11.23,11.38,11.65,-0.2,-1.7167,4.8061,2561730,29269226.0,2436273750.0,610307900.0
2018-12-04,'603398,∞Ó±¶“Ê÷«,11.65,11.66,11.39,11.45,11.69,-0.04,-0.3422,7.9625,4244198,48833872.0,2478828750.0,620968300.0
2018-12-03,'603398,∞Ó±¶“Ê÷«,11.69,12.0,11.6,12.0,11.42,0.27,2.3643,14.4753,7715600,90878638.0,2487339750.0,623100380.0
2018-11-30,'603398,∞Ó±¶“Ê÷«,11.42,11.42,10.37,10.45,10.38,1.04,10.0193,7.8857,4203220,46244611.0,2429890500.0,608708840.0
2018-11-29,'603398,∞Ó±¶“Ê÷«,10.38,10.94,10.38,10.8,10.75,-0.37,-3.4419,2.0949,1116600,11909748.0,2208604500.0,553274760.0
2018-11-28,'603398,∞Ó±¶“Ê÷«,10.75,10.76,10.46,10.62,10.68,0.07,0.6554,2.0031,1067680,11364589.0,2287331250.0,572996500.0
2018-11-27,'603398,∞Ó±¶“Ê÷«,10.68,10.86,10.63,10.74,10.76,-0.08,-0.7435,1.7029,907700,9729814.0,2272437000.0,569265360.0
2018-11-26,'603398,∞Ó±¶“Ê÷«,10.76,11.06,10.42,10.83,11.02,-0.26,-2.3593,3.7102,1977613,21211717.0,2289459000.0,573529520.0
2018-11-23,'603398,∞Ó±¶“Ê÷«,11.02,11.45,10.98,11.4,11.5,-0.48,-4.1739,5.1872,2764900,30875442.0,2344780500.0,587388040.0
2018-11-22,'603398,∞Ó±¶“Ê÷«,11.5,11.58,11.29,11.42,11.34,0.16,1.4109,3.8194,2035840,23252349.0,2446912500.0,612973000.0
2018-11-21,'603398,∞Ó±¶“Ê÷«,11.34,11.45,11.13,11.21,11.24,0.1,0.8897,2.8139,1499860,16935790.0,2412868500.0,604444680.0
2018-11-20,'603398,∞Ó±¶“Ê÷«,11.24,11.46,11.24,11.41,11.5,-0.26,-2.2609,3.8167,2034400,23059808.0,2391591000.0,599114480.0
2018-11-19,'603398,∞Ó±¶“Ê÷«,11.5,11.59,11.31,11.47,11.53,-0.03,-0.2602,4.2992,2291533,26213042.0,2446912500.0,612973000.0
2018-11-16,'603398,∞Ó±¶“Ê÷«,11.53,11.8,11.08,11.8,11.95,-0.42,-3.5146,9.649,5143109,59410453.0,2453295750.0,614572060.0
2018-11-15,'603398,∞Ó±¶“Ê÷«,11.95,11.95,11.61,11.67,11.9,0.05,0.4202,9.0019,4798196,56438283.0,2542661250.0,636958900.0
2018-11-14,'603398,∞Ó±¶“Ê÷«,11.9,11.96,11.51,11.6,11.4,0.5,4.386,11.6466,6207881,72788835.0,2532022500.0,634293800.0
2018-11-13,'603398,∞Ó±¶“Ê÷«,11.4,11.85,11.1,11.13,11.27,0.13,1.1535,8.1959,4368576,50216116.0,2425635000.0,607642800.0
2018-11-12,'603398,∞Ó±¶“Ê÷«,11.27,11.3,10.8,10.97,11.02,0.25,2.2686,4.271,2276520,25455535.0,2398256000.0,600713540.0
2018-11-09,'603398,∞Ó±¶“Ê÷«,11.02,11.28,10.91,11.18,11.15,-0.13,-1.1659,3.7361,1991420,22114521.0,2345056000.0,587388040.0
2018-11-08,'603398,∞Ó±¶“Ê÷«,11.15,11.54,11.02,11.11,11.05,0.1,0.905,5.273,2810616,31542399.0,2372720000.0,594317300.0
2018-11-07,'603398,∞Ó±¶“Ê÷«,11.05,11.4,11.01,11.37,11.22,-0.17,-1.5152,4.7125,2511838,28021289.0,2351440000.0,588987100.0
2018-11-06,'603398,∞Ó±¶“Ê÷«,11.22,11.55,11.06,11.55,11.56,-0.34,-2.9412,6.4771,3452420,38756843.0,2387616000.0,598048440.0
2018-11-05,'603398,∞Ó±¶“Ê÷«,11.56,11.88,11.23,11.23,11.38,0.18,1.5817,9.6041,5119189,58710474.0,2459968000.0,616171120.0
2018-11-02,'603398,∞Ó±¶“Ê÷«,11.38,11.48,11.06,11.18,11.14,0.24,2.1544,9.0287,4812472,54127203.0,2421664000.0,606576760.0
2018-11-01,'603398,∞Ó±¶“Ê÷«,11.14,11.28,10.97,11.0,11.1,0.04,0.3604,7.8712,4195521,46649035.0,2370592000.0,593784280.0
2018-10-31,'603398,∞Ó±¶“Ê÷«,11.1,11.3,10.89,10.96,11.24,-0.14,-1.2456,9.3022,4958254,54973893.0,2362080000.0,591652200.0
2018-10-30,'603398,∞Ó±¶“Ê÷«,11.24,11.58,10.37,10.8,11.01,0.23,2.089,12.5999,6716010,72893222.0,2391872000.0,599114480.0
2018-10-29,'603398,∞Ó±¶“Ê÷«,11.01,11.78,10.8,10.94,10.84,0.17,1.5683,14.1651,7550280,84556529.0,2342928000.0,586855020.0
2018-10-26,'603398,∞Ó±¶“Ê÷«,10.84,10.84,9.91,9.94,9.85,0.99,10.0508,7.5091,4002502,41914721.0,2306752000.0,577793680.0
2018-10-25,'603398,∞Ó±¶“Ê÷«,9.85,9.96,9.5,9.83,10.13,-0.28,-2.7641,2.805,1495100,14558625.0,2096080000.0,525024700.0
2018-10-24,'603398,∞Ó±¶“Ê÷«,10.13,10.37,10.08,10.08,10.2,-0.07,-0.6863,2.5903,1380700,14119023.0,2155664000.0,539949260.0
2018-10-23,'603398,∞Ó±¶“Ê÷«,10.2,10.54,10.16,10.4,10.55,-0.35,-3.3175,4.1224,2197300,22719796.0,2170560000.0,543680400.0
2018-10-22,'603398,∞Ó±¶“Ê÷«,10.55,10.76,10.01,10.04,9.78,0.77,7.8732,5.6676,3020960,31648719.0,2245040000.0,562336100.0
2018-10-19,'603398,∞Ó±¶“Ê÷«,9.78,9.84,9.13,9.13,9.56,0.22,2.3013,2.2315,1189460,11450733.0,2081184000.0,521293560.0
2018-10-18,'603398,∞Ó±¶“Ê÷«,9.56,10.03,9.38,10.03,10.02,-0.46,-4.5908,2.6569,1416187,13721399.0,2034368000.0,509567120.0
2018-10-17,'603398,∞Ó±¶“Ê÷«,10.02,10.19,9.73,10.18,9.79,0.23,2.3493,2.004,1068164,10628281.0,2132256000.0,534086040.0
2018-10-16,'603398,∞Ó±¶“Ê÷«,9.79,10.29,9.71,10.17,10.01,-0.22,-2.1978,2.4737,1318520,13190687.0,2083312000.0,521826580.0
2018-10-15,'603398,∞Ó±¶“Ê÷«,10.01,10.34,9.86,10.01,9.83,0.18,1.8311,3.6113,1924902,19521563.0,2130128000.0,533553020.0
2018-10-12,'603398,∞Ó±¶“Ê÷«,9.83,10.14,9.22,10.1,10.22,-0.39,-3.816,4.2016,2239530,21812552.0,2091824000.0,523958660.0
2018-10-11,'603398,∞Ó±¶“Ê÷«,10.22,11.0,10.22,11.0,11.36,-1.14,-10.0352,3.2936,1755564,18411027.0,2174816000.0,544746440.0
2018-10-10,'603398,∞Ó±¶“Ê÷«,11.36,11.54,11.16,11.42,11.38,-0.02,-0.1757,1.935,1031420,11639088.0,2417408000.0,605510720.0
2018-10-09,'603398,∞Ó±¶“Ê÷«,11.38,11.55,11.14,11.14,11.13,0.25,2.2462,1.8703,996920,11327377.0,2421664000.0,606576760.0
2018-10-08,'603398,∞Ó±¶“Ê÷«,11.13,11.66,10.95,11.66,11.72,-0.59,-5.0341,2.7173,1448400,16393336.0,2368464000.0,593251260.0
2018-09-28,'603398,∞Ó±¶“Ê÷«,11.72,11.75,11.24,11.25,11.43,0.29,2.5372,2.5082,1336920,15535460.0,2494016000.0,624699440.0
2018-09-27,'603398,∞Ó±¶“Ê÷«,11.43,12.17,11.42,12.09,12.02,-0.59,-4.9085,3.4879,1859144,21804629.0,2432304000.0,609241860.0
2018-09-26,'603398,∞Ó±¶“Ê÷«,12.02,12.19,12.01,12.09,12.04,-0.02,-0.1661,2.2657,1207676,14602819.0,2557856000.0,640690040.0
2018-09-25,'603398,∞Ó±¶“Ê÷«,12.04,12.18,11.92,12.05,12.22,-0.18,-1.473,2.03,1082006,13033739.0,2562112000.0,641756080.0
2018-09-21,'603398,∞Ó±¶“Ê÷«,12.22,12.65,12.02,12.05,12.02,0.2,1.6639,3.9587,2110076,25868064.0,2600416000.0,651350440.0
2018-09-20,'603398,∞Ó±¶“Ê÷«,12.02,12.32,11.91,12.23,12.11,-0.09,-0.7432,2.495,1329900,16031030.0,2557856000.0,640690040.0
2018-09-19,'603398,∞Ó±¶“Ê÷«,12.11,12.23,11.89,11.89,11.95,0.16,1.3389,3.0453,1623229,19611700.0,2577008000.0,645487220.0
2018-09-18,'603398,∞Ó±¶“Ê÷«,11.95,12.12,11.56,11.66,11.62,0.33,2.8399,3.3239,1771720,21096715.0,2542960000.0,636958900.0
2018-09-17,'603398,∞Ó±¶“Ê÷«,11.62,12.28,11.54,12.18,12.15,-0.53,-4.3621,2.9066,1549300,18288615.0,2472736000.0,619369240.0
2018-09-14,'603398,∞Ó±¶“Ê÷«,12.15,12.59,12.15,12.54,12.56,-0.41,-3.2643,2.701,1439700,17769029.0,2585520000.0,647619300.0
2018-09-13,'603398,∞Ó±¶“Ê÷«,12.56,12.83,12.37,12.66,12.63,-0.07,-0.5542,2.3998,1279140,16075276.0,2672768000.0,669473120.0
2018-09-12,'603398,∞Ó±¶“Ê÷«,12.63,12.74,12.47,12.62,12.82,-0.19,-1.4821,2.8081,1496767,18842232.0,2687664000.0,673204260.0
2018-09-11,'603398,∞Ó±¶“Ê÷«,12.82,13.09,12.73,12.73,12.66,0.16,1.2638,3.3628,1792415,23110248.0,2728096000.0,683331640.0
2018-09-10,'603398,∞Ó±¶“Ê÷«,12.66,12.87,12.59,12.74,12.7,-0.04,-0.315,2.6588,1417220,18045907.0,2694048000.0,674803320.0
2018-09-07,'603398,∞Ó±¶“Ê÷«,12.7,13.07,12.55,12.8,12.8,-0.1,-0.7813,3.3678,1795111,23023650.0,2702560000.0,676935400.0
2018-09-06,'603398,∞Ó±¶“Ê÷«,12.8,13.26,12.51,13.06,13.32,-0.52,-3.9039,6.2343,3323020,42706011.0,2723840000.0,682265600.0
2018-09-05,'603398,∞Ó±¶“Ê÷«,13.32,13.85,13.31,13.55,13.68,-0.36,-2.6316,3.0513,1611100,21789198.0,2834496000.0,703296000.0
2018-09-04,'603398,∞Ó±¶“Ê÷«,13.68,14.2,13.5,13.6,13.36,0.32,2.3952,4.6413,2450600,33844404.0,2911104000.0,722304000.0
2018-09-03,'603398,∞Ó±¶“Ê÷«,13.36,13.42,13.05,13.05,13.45,-0.09,-0.6691,3.052,1611440,21274757.0,2843008000.0,705408000.0
2018-08-31,'603398,∞Ó±¶“Ê÷«,13.45,14.05,13.36,13.93,13.95,-0.5,-3.5842,3.743,1976300,27036306.0,2862160000.0,710160000.0
2018-08-30,'603398,∞Ó±¶“Ê÷«,13.95,14.55,13.94,14.55,14.54,-0.59,-4.0578,4.8143,2541971,36016245.0,2968560000.0,736560000.0
2018-08-29,'603398,∞Ó±¶“Ê÷«,14.54,14.75,14.45,14.71,14.8,-0.26,-1.7568,3.5057,1851000,26922333.0,3094112000.0,767712000.0
2018-08-28,'603398,∞Ó±¶“Ê÷«,14.8,15.19,14.73,14.8,14.61,0.19,1.3005,6.1132,3227764,48202754.0,3149440000.0,781440000.0
